R.1,R.2,R.3,score,rebuild
0.07,0.88,0.05,-0.20078000000000001,FALSE
0.06,0.89,0.05,-0.19744,FALSE
0.05,0.9,0.05,-0.1941,FALSE
0.04,0.91,0.05,-0.19075999999999999,FALSE
0.03,0.92,0.05,-0.18741999999999998,FALSE
0.02,0.93,0.05,-0.18408000000000002,FALSE
0.01,0.94,0.05,-0.18074,FALSE
0,0.95,0.05,-0.1774,FALSE
0.94,0,0.06,-0.49044,FALSE
0.93,0.01,0.06,-0.48710000000000003,FALSE
0.92,0.02,0.06,-0.48376,FALSE
0.91,0.03,0.06,-0.48042,FALSE
0.9,0.04,0.06,-0.47708,FALSE
0.89,0.05,0.06,-0.47374,FALSE
0.88,0.06,0.06,-0.47040000000000004,FALSE
0.87,0.07,0.06,-0.46706000000000003,FALSE
0.86,0.08,0.06,-0.46372,FALSE
0.85,0.09,0.06,-0.46038,FALSE
0.84,0.1,0.06,-0.45704,FALSE
0.83,0.11,0.06,-0.4537,FALSE
0.82,0.12,0.06,-0.45036,FALSE
0.81,0.13,0.06,-0.44702,FALSE
0.8,0.14,0.06,-0.44368,FALSE
0.79,0.15,0.06,-0.44034,FALSE
0.78,0.16,0.06,-0.437,FALSE
0.77,0.17,0.06,-0.43366000000000005,FALSE
0.76,0.18,0.06,-0.43032000000000004,FALSE
0.75,0.19,0.06,-0.42698,FALSE
0.74,0.2,0.06,-0.42364,FALSE
0.73,0.21,0.06,-0.4203,FALSE
0.72,0.22,0.06,-0.41696,FALSE
0.71,0.23,0.06,-0.41362,FALSE
0.7,0.24,0.06,-0.41028000000000003,FALSE
0.69,0.25,0.06,-0.40694,FALSE
0.68,0.26,0.06,-0.4036,FALSE
0.67,0.27,0.06,-0.40026,FALSE
0.66,0.28,0.06,-0.39692,FALSE
0.65,0.29,0.06,-0.39358000000000004,FALSE
0.64,0.3,0.06,-0.39024000000000003,FALSE
0.63,0.31,0.06,-0.3869,FALSE
0.62,0.32,0.06,-0.38356,FALSE
0.61,0.33,0.06,-0.38022,FALSE
0.6,0.34,0.06,-0.37688,FALSE
0.59,0.35,0.06,-0.37354,FALSE
0.58,0.36,0.06,-0.37020000000000003,FALSE
0.57,0.37,0.06,-0.36686,FALSE
0.56,0.38,0.06,-0.36352,FALSE
0.55,0.39,0.06,-0.36018,FALSE
0.54,0.4,0.06,-0.35684,FALSE
0.53,0.41,0.06,-0.35350000000000004,FALSE
0.52,0.42,0.06,-0.35016,FALSE
0.51,0.43,0.06,-0.34682,FALSE
0.5,0.44,0.06,-0.34348,FALSE
0.49,0.45,0.06,-0.34014,FALSE
0.48,0.46,0.06,-0.3368,FALSE
0.47,0.47,0.06,-0.33346,FALSE
0.46,0.48,0.06,-0.33012,FALSE
0.45,0.49,0.06,-0.32678,FALSE
0.44,0.5,0.06,-0.32344,FALSE
0.43,0.51,0.06,-0.3201,FALSE
0.42,0.52,0.06,-0.31676,FALSE
0.41,0.53,0.06,-0.31342000000000003,FALSE
0.4,0.54,0.06,-0.31008,FALSE
0.39,0.55,0.06,-0.30674,FALSE
0.38,0.56,0.06,-0.3034,FALSE
0.37,0.57,0.06,-0.30006,FALSE
0.36,0.58,0.06,-0.29672,FALSE
0.35,0.59,0.06,-0.29338,FALSE
0.34,0.6,0.06,-0.29004,FALSE
0.33,0.61,0.06,-0.2867,FALSE
0.32,0.62,0.06,-0.28336,FALSE
0.31,0.63,0.06,-0.28002,FALSE
0.3,0.64,0.06,-0.27668000000000004,FALSE
0.29,0.65,0.06,-0.27334,FALSE
0.28,0.66,0.06,-0.27,FALSE
0.27,0.67,0.06,-0.26666,FALSE
0.26,0.68,0.06,-0.26332,FALSE
0.25,0.69,0.06,-0.25998,FALSE
0.24,0.7,0.06,-0.25664,FALSE
0.23,0.71,0.06,-0.2533,FALSE
0.22,0.72,0.06,-0.24996000000000002,FALSE
0.21,0.73,0.06,-0.24662,FALSE
0.2,0.74,0.06,-0.24328,FALSE
0.19,0.75,0.06,-0.23994000000000004,FALSE
0.18,0.76,0.06,-0.23660000000000003,FALSE
0.17,0.77,0.06,-0.23326000000000002,FALSE
0.16,0.78,0.06,-0.22992,FALSE
0.15,0.79,0.06,-0.22658,FALSE
0.14,0.8,0.06,-0.22324,FALSE
0.13,0.81,0.06,-0.21989999999999998,FALSE
0.12,0.82,0.06,-0.21655999999999997,FALSE
0.11,0.83,0.06,-0.21321999999999997,FALSE
0.1,0.84,0.06,-0.20987999999999996,FALSE
0.09,0.85,0.06,-0.20654000000000006,FALSE
0.08,0.86,0.06,-0.20320000000000005,FALSE
0.07,0.87,0.06,-0.19986000000000004,FALSE
0.06,0.88,0.06,-0.19652000000000003,FALSE
0.05,0.89,0.06,-0.19318000000000002,FALSE
0.04,0.9,0.06,-0.18984,FALSE
0.03,0.91,0.06,-0.1865,FALSE
0.02,0.92,0.06,-0.18316,FALSE
0.01,0.93,0.06,-0.17981999999999998,FALSE
0,0.94,0.06,-0.17647999999999997,FALSE
0.93,0,0.07,-0.48618,FALSE
0.92,0.01,0.07,-0.48284,FALSE
0.91,0.02,0.07,-0.47950000000000004,FALSE
0.9,0.03,0.07,-0.47616000000000003,FALSE
0.89,0.04,0.07,-0.47282,FALSE
0.88,0.05,0.07,-0.46948,FALSE
0.87,0.06,0.07,-0.46614,FALSE
0.86,0.07,0.07,-0.4628,FALSE
0.85,0.08,0.07,-0.45946,FALSE
0.84,0.09,0.07,-0.45612,FALSE
0.83,0.1,0.07,-0.45278,FALSE
0.82,0.11,0.07,-0.44944,FALSE
0.81,0.12,0.07,-0.4461,FALSE
0.8,0.13,0.07,-0.44276,FALSE
0.79,0.14,0.07,-0.43942000000000003,FALSE
0.78,0.15,0.07,-0.43608,FALSE
0.77,0.16,0.07,-0.43274,FALSE
0.76,0.17,0.07,-0.4294,FALSE
0.75,0.18,0.07,-0.42606,FALSE
0.74,0.19,0.07,-0.42272,FALSE
0.73,0.2,0.07,-0.41938,FALSE
0.72,0.21,0.07,-0.41604,FALSE
0.71,0.22,0.07,-0.4127,FALSE
0.7,0.23,0.07,-0.40936,FALSE
0.69,0.24,0.07,-0.40602000000000005,FALSE
0.68,0.25,0.07,-0.40268000000000004,FALSE
0.67,0.26,0.07,-0.39934000000000003,FALSE
0.66,0.27,0.07,-0.396,FALSE
0.65,0.28,0.07,-0.39266,FALSE
0.64,0.29,0.07,-0.38932,FALSE
0.63,0.3,0.07,-0.38598,FALSE
0.62,0.31,0.07,-0.38264,FALSE
0.61,0.32,0.07,-0.37929999999999997,FALSE
0.6,0.33,0.07,-0.37595999999999996,FALSE
0.59,0.34,0.07,-0.37262,FALSE
0.58,0.35,0.07,-0.36928,FALSE
0.57,0.36,0.07,-0.36594000000000004,FALSE
0.56,0.37,0.07,-0.36260000000000003,FALSE
0.55,0.38,0.07,-0.35926,FALSE
0.54,0.39,0.07,-0.35592,FALSE
0.53,0.4,0.07,-0.35258,FALSE
0.52,0.41,0.07,-0.34924,FALSE
0.51,0.42,0.07,-0.3459,FALSE
0.5,0.43,0.07,-0.34256,FALSE
0.49,0.44,0.07,-0.33921999999999997,FALSE
0.48,0.45,0.07,-0.33587999999999996,FALSE
0.47,0.46,0.07,-0.33253999999999995,FALSE
0.46,0.47,0.07,-0.3292,FALSE
0.45,0.48,0.07,-0.32586000000000004,FALSE
0.44,0.49,0.07,-0.32252000000000003,FALSE
0.43,0.5,0.07,-0.31918,FALSE
0.42,0.51,0.07,-0.31584,FALSE
0.41,0.52,0.07,-0.3125,FALSE
0.4,0.53,0.07,-0.30916,FALSE
0.39,0.54,0.07,-0.30582,FALSE
0.38,0.55,0.07,-0.30247999999999997,FALSE
0.37,0.56,0.07,-0.29913999999999996,FALSE
0.36,0.57,0.07,-0.2958,FALSE
0.35,0.58,0.07,-0.29246,FALSE
0.34,0.59,0.07,-0.28912,FALSE
0.33,0.6,0.07,-0.28578000000000003,FALSE
0.32,0.61,0.07,-0.28244,FALSE
0.31,0.62,0.07,-0.2791,FALSE
0.3,0.63,0.07,-0.27576,FALSE
0.29,0.64,0.07,-0.27242,FALSE
0.28,0.65,0.07,-0.26908,FALSE
0.27,0.66,0.07,-0.26574,FALSE
0.26,0.67,0.07,-0.26239999999999997,FALSE
0.25,0.68,0.07,-0.25906,FALSE
0.24,0.69,0.07,-0.25572,FALSE
0.23,0.7,0.07,-0.25238,FALSE
0.22,0.71,0.07,-0.24904000000000004,FALSE
0.21,0.72,0.07,-0.24570000000000003,FALSE
0.2,0.73,0.07,-0.24236000000000002,FALSE
0.19,0.74,0.07,-0.23902,FALSE
0.18,0.75,0.07,-0.23568,FALSE
0.17,0.76,0.07,-0.23234,FALSE
0.16,0.77,0.07,-0.22899999999999998,FALSE
0.15,0.78,0.07,-0.22565999999999997,FALSE
0.14,0.79,0.07,-0.22231999999999996,FALSE
0.13,0.8,0.07,-0.21897999999999995,FALSE
0.12,0.81,0.07,-0.21563999999999994,FALSE
0.11,0.82,0.07,-0.2123,FALSE
0.1,0.83,0.07,-0.20895999999999998,FALSE
0.09,0.84,0.07,-0.20561999999999997,FALSE
0.08,0.85,0.07,-0.20228000000000002,FALSE
0.07,0.86,0.07,-0.19894,FALSE
0.06,0.87,0.07,-0.1956,FALSE
0.05,0.88,0.07,-0.19226,FALSE
0.04,0.89,0.07,-0.18891999999999998,FALSE
0.03,0.9,0.07,-0.18557999999999997,FALSE
0.02,0.91,0.07,-0.18223999999999996,FALSE
0.01,0.92,0.07,-0.17889999999999995,FALSE
0,0.93,0.07,-0.17556,FALSE
0.92,0,0.08,-0.48192,FALSE
0.91,0.01,0.08,-0.47858,FALSE
0.9,0.02,0.08,-0.47524,FALSE
0.89,0.03,0.08,-0.4719,FALSE
0.88,0.04,0.08,-0.46856000000000003,FALSE
0.87,0.05,0.08,-0.46522,FALSE
0.86,0.06,0.08,-0.46188,FALSE
0.85,0.07,0.08,-0.45854,FALSE
0.84,0.08,0.08,-0.4552,FALSE
0.83,0.09,0.08,-0.45186000000000004,FALSE
0.82,0.1,0.08,-0.44852000000000003,FALSE
0.81,0.11,0.08,-0.44518,FALSE
0.8,0.12,0.08,-0.44184,FALSE
0.79,0.13,0.08,-0.4385,FALSE
0.78,0.14,0.08,-0.43516,FALSE
0.77,0.15,0.08,-0.43182,FALSE
0.76,0.16,0.08,-0.42848,FALSE
0.75,0.17,0.08,-0.42514,FALSE
0.74,0.18,0.08,-0.4218,FALSE
0.73,0.19,0.08,-0.41846,FALSE
0.72,0.2,0.08,-0.41512,FALSE
0.71,0.21,0.08,-0.41178000000000003,FALSE
0.7,0.22,0.08,-0.40844,FALSE
0.69,0.23,0.08,-0.4051,FALSE
0.68,0.24,0.08,-0.40176,FALSE
0.67,0.25,0.08,-0.39842,FALSE
0.66,0.26,0.08,-0.39508,FALSE
0.65,0.27,0.08,-0.39174,FALSE
0.64,0.28,0.08,-0.38839999999999997,FALSE
0.63,0.29,0.08,-0.38506,FALSE
0.62,0.3,0.08,-0.38172,FALSE
0.61,0.31,0.08,-0.37838,FALSE
0.6,0.32,0.08,-0.37504000000000004,FALSE
0.59,0.33,0.08,-0.37170000000000003,FALSE
0.58,0.34,0.08,-0.36836,FALSE
0.57,0.35,0.08,-0.36502,FALSE
0.56,0.36,0.08,-0.36168,FALSE
0.55,0.37,0.08,-0.35834,FALSE
0.54,0.38,0.08,-0.355,FALSE
0.53,0.39,0.08,-0.35166,FALSE
0.52,0.4,0.08,-0.34831999999999996,FALSE
0.51,0.41,0.08,-0.34498,FALSE
0.5,0.42,0.08,-0.34164,FALSE
0.49,0.43,0.08,-0.33830000000000005,FALSE
0.48,0.44,0.08,-0.33496000000000004,FALSE
0.47,0.45,0.08,-0.33162,FALSE
0.46,0.46,0.08,-0.32828,FALSE
0.45,0.47,0.08,-0.32494,FALSE
0.44,0.48,0.08,-0.3216,FALSE
0.43,0.49,0.08,-0.31826,FALSE
0.42,0.5,0.08,-0.31492,FALSE
0.41,0.51,0.08,-0.31157999999999997,FALSE
0.4,0.52,0.08,-0.30823999999999996,FALSE
0.39,0.53,0.08,-0.3049,FALSE
0.38,0.54,0.08,-0.30156,FALSE
0.37,0.55,0.08,-0.29822,FALSE
0.36,0.56,0.08,-0.29488,FALSE
0.35,0.57,0.08,-0.29154,FALSE
0.34,0.58,0.08,-0.2882,FALSE
0.33,0.59,0.08,-0.28486,FALSE
0.32,0.6,0.08,-0.28152,FALSE
0.31,0.61,0.08,-0.27818,FALSE
0.3,0.62,0.08,-0.27484,FALSE
0.29,0.63,0.08,-0.27149999999999996,FALSE
0.28,0.64,0.08,-0.26816,FALSE
0.27,0.65,0.08,-0.26482,FALSE
0.26,0.66,0.08,-0.26148,FALSE
0.25,0.67,0.08,-0.25814,FALSE
0.24,0.68,0.08,-0.2548,FALSE
0.23,0.69,0.08,-0.25146,FALSE
0.22,0.7,0.08,-0.24812,FALSE
0.21,0.71,0.08,-0.24478,FALSE
0.2,0.72,0.08,-0.24144,FALSE
0.19,0.73,0.08,-0.23809999999999998,FALSE
0.18,0.74,0.08,-0.23475999999999997,FALSE
0.17,0.75,0.08,-0.23142000000000001,FALSE
0.16,0.76,0.08,-0.22808,FALSE
0.15,0.77,0.08,-0.22474,FALSE
0.14,0.78,0.08,-0.22139999999999999,FALSE
0.13,0.79,0.08,-0.21805999999999998,FALSE
0.12,0.8,0.08,-0.21471999999999997,FALSE
0.11,0.81,0.08,-0.21137999999999996,FALSE
0.1,0.82,0.08,-0.20804,FALSE
0.09,0.83,0.08,-0.2047,FALSE
0.08,0.84,0.08,-0.20135999999999998,FALSE
0.07,0.85,0.08,-0.19802000000000003,FALSE
0.06,0.86,0.08,-0.19468000000000002,FALSE
0.05,0.87,0.08,-0.19134,FALSE
0.04,0.88,0.08,-0.188,FALSE
0.03,0.89,0.08,-0.18466,FALSE
0.02,0.9,0.08,-0.18131999999999998,FALSE
0.01,0.91,0.08,-0.17797999999999997,FALSE
0,0.92,0.08,-0.17463999999999996,FALSE
0.91,0,0.09,-0.47766000000000003,FALSE
0.9,0.01,0.09,-0.47432,FALSE
0.89,0.02,0.09,-0.47098,FALSE
0.88,0.03,0.09,-0.46764,FALSE
0.87,0.04,0.09,-0.46430000000000005,FALSE
0.86,0.05,0.09,-0.46096000000000004,FALSE
0.85,0.06,0.09,-0.45762,FALSE
0.84,0.07,0.09,-0.45428,FALSE
0.83,0.08,0.09,-0.45094,FALSE
0.82,0.09,0.09,-0.4476,FALSE
0.81,0.1,0.09,-0.44426,FALSE
0.8,0.11,0.09,-0.44092,FALSE
0.79,0.12,0.09,-0.43758,FALSE
0.78,0.13,0.09,-0.43424,FALSE
0.77,0.14,0.09,-0.4309,FALSE
0.76,0.15,0.09,-0.42756000000000005,FALSE
0.75,0.16,0.09,-0.42422000000000004,FALSE
0.74,0.17,0.09,-0.42088000000000003,FALSE
0.73,0.18,0.09,-0.41754,FALSE
0.72,0.19,0.09,-0.4142,FALSE
0.71,0.2,0.09,-0.41086,FALSE
0.7,0.21,0.09,-0.40752,FALSE
0.69,0.22,0.09,-0.40418,FALSE
0.68,0.23,0.09,-0.40084,FALSE
0.67,0.24,0.09,-0.3975,FALSE
0.66,0.25,0.09,-0.39416,FALSE
0.65,0.26,0.09,-0.39082,FALSE
0.64,0.27,0.09,-0.38748,FALSE
0.63,0.28,0.09,-0.38414,FALSE
0.62,0.29,0.09,-0.3808,FALSE
0.61,0.3,0.09,-0.37746,FALSE
0.6,0.31,0.09,-0.37412,FALSE
0.59,0.32,0.09,-0.37078,FALSE
0.58,0.33,0.09,-0.36744,FALSE
0.57,0.34,0.09,-0.3641,FALSE
0.56,0.35,0.09,-0.36076,FALSE
0.55,0.36,0.09,-0.35742,FALSE
0.54,0.37,0.09,-0.35408,FALSE
0.53,0.38,0.09,-0.35074,FALSE
0.52,0.39,0.09,-0.3474,FALSE
0.51,0.4,0.09,-0.34406,FALSE
0.5,0.41,0.09,-0.34072,FALSE
0.49,0.42,0.09,-0.33738,FALSE
0.48,0.43,0.09,-0.33404,FALSE
0.47,0.44,0.09,-0.3307,FALSE
0.46,0.45,0.09,-0.32736,FALSE
0.45,0.46,0.09,-0.32402,FALSE
0.44,0.47,0.09,-0.32068,FALSE
0.43,0.48,0.09,-0.31734,FALSE
0.42,0.49,0.09,-0.314,FALSE
0.41,0.5,0.09,-0.31066,FALSE
0.4,0.51,0.09,-0.30732,FALSE
0.39,0.52,0.09,-0.30398,FALSE
0.38,0.53,0.09,-0.30064,FALSE
0.37,0.54,0.09,-0.2973,FALSE
0.36,0.55,0.09,-0.29396,FALSE
0.35,0.56,0.09,-0.29062,FALSE
0.34,0.57,0.09,-0.28728000000000004,FALSE
0.33,0.58,0.09,-0.28394,FALSE
0.32,0.59,0.09,-0.2806,FALSE
0.31,0.6,0.09,-0.27726,FALSE
0.3,0.61,0.09,-0.27392,FALSE
0.29,0.62,0.09,-0.27058,FALSE
0.28,0.63,0.09,-0.26724,FALSE
0.27,0.64,0.09,-0.2639,FALSE
0.26,0.65,0.09,-0.26056,FALSE
0.25,0.66,0.09,-0.25722,FALSE
0.24,0.67,0.09,-0.25388,FALSE
0.23,0.68,0.09,-0.25054,FALSE
0.22,0.69,0.09,-0.24720000000000003,FALSE
0.21,0.7,0.09,-0.24386000000000002,FALSE
0.2,0.71,0.09,-0.24052,FALSE
0.19,0.72,0.09,-0.23718,FALSE
0.18,0.73,0.09,-0.23384,FALSE
0.17,0.74,0.09,-0.23049999999999998,FALSE
0.16,0.75,0.09,-0.22716000000000003,FALSE
0.15,0.76,0.09,-0.22382000000000002,FALSE
0.14,0.77,0.09,-0.22048,FALSE
0.13,0.78,0.09,-0.21714,FALSE
0.12,0.79,0.09,-0.2138,FALSE
0.11,0.8,0.09,-0.21045999999999998,FALSE
0.1,0.81,0.09,-0.20711999999999997,FALSE
0.09,0.82,0.09,-0.20378000000000002,FALSE
0.08,0.83,0.09,-0.20044,FALSE
0.07,0.84,0.09,-0.1971,FALSE
0.06,0.85,0.09,-0.19376000000000004,FALSE
0.05,0.86,0.09,-0.19042000000000003,FALSE
0.04,0.87,0.09,-0.18708000000000002,FALSE
0.03,0.88,0.09,-0.18374000000000001,FALSE
0.02,0.89,0.09,-0.1804,FALSE
0.01,0.9,0.09,-0.17706,FALSE
0,0.91,0.09,-0.17371999999999999,FALSE
0.9,0,0.1,-0.47340000000000004,FALSE
0.89,0.01,0.1,-0.47006000000000003,FALSE
0.88,0.02,0.1,-0.46672,FALSE
0.87,0.03,0.1,-0.46338,FALSE
0.86,0.04,0.1,-0.46004,FALSE
0.85,0.05,0.1,-0.4567,FALSE
0.84,0.06,0.1,-0.45336,FALSE
0.83,0.07,0.1,-0.45002,FALSE
0.82,0.08,0.1,-0.44668,FALSE
0.81,0.09,0.1,-0.44334,FALSE
0.8,0.1,0.1,-0.44,FALSE
0.79,0.11,0.1,-0.43666000000000005,FALSE
0.78,0.12,0.1,-0.43332000000000004,FALSE
0.77,0.13,0.1,-0.42998000000000003,FALSE
0.76,0.14,0.1,-0.42664,FALSE
0.75,0.15,0.1,-0.4233,FALSE
0.74,0.16,0.1,-0.41996,FALSE
0.73,0.17,0.1,-0.41662,FALSE
0.72,0.18,0.1,-0.41328,FALSE
0.71,0.19,0.1,-0.40994,FALSE
0.7,0.2,0.1,-0.4066,FALSE
0.69,0.21,0.1,-0.40326,FALSE
0.68,0.22,0.1,-0.39992,FALSE
0.67,0.23,0.1,-0.39658,FALSE
0.66,0.24,0.1,-0.39324000000000003,FALSE
0.65,0.25,0.1,-0.3899,FALSE
0.64,0.26,0.1,-0.38656,FALSE
0.63,0.27,0.1,-0.38322,FALSE
0.62,0.28,0.1,-0.37988,FALSE
0.61,0.29,0.1,-0.37654,FALSE
0.6,0.3,0.1,-0.37320000000000003,FALSE
0.59,0.31,0.1,-0.36986,FALSE
0.58,0.32,0.1,-0.36652,FALSE
0.57,0.33,0.1,-0.36318,FALSE
0.56,0.34,0.1,-0.35984,FALSE
0.55,0.35,0.1,-0.35650000000000004,FALSE
0.54,0.36,0.1,-0.35316000000000003,FALSE
0.53,0.37,0.1,-0.34982,FALSE
0.52,0.38,0.1,-0.34648,FALSE
0.51,0.39,0.1,-0.34314,FALSE
0.5,0.4,0.1,-0.3398,FALSE
0.49,0.41,0.1,-0.33646,FALSE
0.48,0.42,0.1,-0.33311999999999997,FALSE
0.47,0.43,0.1,-0.32978,FALSE
0.46,0.44,0.1,-0.32644,FALSE
0.45,0.45,0.1,-0.3231,FALSE
0.44,0.46,0.1,-0.31976,FALSE
0.43,0.47,0.1,-0.31642000000000003,FALSE
0.42,0.48,0.1,-0.31308,FALSE
0.41,0.49,0.1,-0.30974,FALSE
0.4,0.5,0.1,-0.3064,FALSE
0.39,0.51,0.1,-0.30306,FALSE
0.38,0.52,0.1,-0.29972,FALSE
0.37,0.53,0.1,-0.29638,FALSE
0.36,0.54,0.1,-0.29303999999999997,FALSE
0.35,0.55,0.1,-0.28969999999999996,FALSE
0.34,0.56,0.1,-0.28635999999999995,FALSE
0.33,0.57,0.1,-0.28302000000000005,FALSE
0.32,0.58,0.1,-0.27968000000000004,FALSE
0.31,0.59,0.1,-0.27634000000000003,FALSE
0.3,0.6,0.1,-0.273,FALSE
0.29,0.61,0.1,-0.26966,FALSE
0.28,0.62,0.1,-0.26632,FALSE
0.27,0.63,0.1,-0.26298,FALSE
0.26,0.64,0.1,-0.25964,FALSE
0.25,0.65,0.1,-0.2563,FALSE
0.24,0.66,0.1,-0.25295999999999996,FALSE
0.23,0.67,0.1,-0.24961999999999995,FALSE
0.22,0.68,0.1,-0.24628,FALSE
0.21,0.69,0.1,-0.24294000000000004,FALSE
0.2,0.7,0.1,-0.23960000000000004,FALSE
0.19,0.71,0.1,-0.23626000000000003,FALSE
0.18,0.72,0.1,-0.23292000000000002,FALSE
0.17,0.73,0.1,-0.22958,FALSE
0.16,0.74,0.1,-0.22624,FALSE
0.15,0.75,0.1,-0.2229,FALSE
0.14,0.76,0.1,-0.21955999999999998,FALSE
0.13,0.77,0.1,-0.21621999999999997,FALSE
0.12,0.78,0.1,-0.21287999999999996,FALSE
0.11,0.79,0.1,-0.20953999999999995,FALSE
0.1,0.8,0.1,-0.20619999999999994,FALSE
0.09,0.81,0.1,-0.20285999999999993,FALSE
0.08,0.82,0.1,-0.19952000000000003,FALSE
0.07,0.83,0.1,-0.19618000000000002,FALSE
0.06,0.84,0.1,-0.19284,FALSE
0.05,0.85,0.1,-0.1895,FALSE
0.04,0.86,0.1,-0.18616,FALSE
0.03,0.87,0.1,-0.18281999999999998,FALSE
0.02,0.88,0.1,-0.17947999999999997,FALSE
0.01,0.89,0.1,-0.17613999999999996,FALSE
0,0.9,0.1,-0.17279999999999995,FALSE
0.89,0,0.11,-0.46914,FALSE
0.88,0.01,0.11,-0.4658,FALSE
0.87,0.02,0.11,-0.46246000000000004,FALSE
0.86,0.03,0.11,-0.45912000000000003,FALSE
0.85,0.04,0.11,-0.45578,FALSE
0.84,0.05,0.11,-0.45244,FALSE
0.83,0.06,0.11,-0.4491,FALSE
0.82,0.07,0.11,-0.44576000000000005,FALSE
0.81,0.08,0.11,-0.44242000000000004,FALSE
0.8,0.09,0.11,-0.43908,FALSE
0.79,0.1,0.11,-0.43574,FALSE
0.78,0.11,0.11,-0.4324,FALSE
0.77,0.12,0.11,-0.42906,FALSE
0.76,0.13,0.11,-0.42572,FALSE
0.75,0.14,0.11,-0.42238,FALSE
0.74,0.15,0.11,-0.41904,FALSE
0.73,0.16,0.11,-0.4157,FALSE
0.72,0.17,0.11,-0.41236,FALSE
0.71,0.18,0.11,-0.40902000000000005,FALSE
0.7,0.19,0.11,-0.40568000000000004,FALSE
0.69,0.2,0.11,-0.40234000000000003,FALSE
0.68,0.21,0.11,-0.399,FALSE
0.67,0.22,0.11,-0.39566,FALSE
0.66,0.23,0.11,-0.39232,FALSE
0.65,0.24,0.11,-0.38898,FALSE
0.64,0.25,0.11,-0.38564,FALSE
0.63,0.26,0.11,-0.3823,FALSE
0.62,0.27,0.11,-0.37896,FALSE
0.61,0.28,0.11,-0.37562,FALSE
0.6,0.29,0.11,-0.37228,FALSE
0.59,0.3,0.11,-0.36894000000000005,FALSE
0.58,0.31,0.11,-0.36560000000000004,FALSE
0.57,0.32,0.11,-0.36226,FALSE
0.56,0.33,0.11,-0.35892,FALSE
0.55,0.34,0.11,-0.35558,FALSE
0.54,0.35,0.11,-0.35224,FALSE
0.53,0.36,0.11,-0.3489,FALSE
0.52,0.37,0.11,-0.34556,FALSE
0.51,0.38,0.11,-0.34222,FALSE
0.5,0.39,0.11,-0.33888,FALSE
0.49,0.4,0.11,-0.33554,FALSE
0.48,0.41,0.11,-0.3322,FALSE
0.47,0.42,0.11,-0.32886,FALSE
0.46,0.43,0.11,-0.32552000000000003,FALSE
0.45,0.44,0.11,-0.32218,FALSE
0.44,0.45,0.11,-0.31884,FALSE
0.43,0.46,0.11,-0.3155,FALSE
0.42,0.47,0.11,-0.31216,FALSE
0.41,0.48,0.11,-0.30882000000000004,FALSE
0.4,0.49,0.11,-0.30548000000000003,FALSE
0.39,0.5,0.11,-0.30214,FALSE
0.38,0.51,0.11,-0.2988,FALSE
0.37,0.52,0.11,-0.29546,FALSE
0.36,0.53,0.11,-0.29212,FALSE
0.35,0.54,0.11,-0.28878,FALSE
0.34,0.55,0.11,-0.28543999999999997,FALSE
0.33,0.56,0.11,-0.28209999999999996,FALSE
0.32,0.57,0.11,-0.27876,FALSE
0.31,0.58,0.11,-0.27542,FALSE
0.3,0.59,0.11,-0.27208,FALSE
0.29,0.6,0.11,-0.26874000000000003,FALSE
0.28,0.61,0.11,-0.2654,FALSE
0.27,0.62,0.11,-0.26206,FALSE
0.26,0.63,0.11,-0.25872,FALSE
0.25,0.64,0.11,-0.25538,FALSE
0.24,0.65,0.11,-0.25204,FALSE
0.23,0.66,0.11,-0.24869999999999998,FALSE
0.22,0.67,0.11,-0.24535999999999997,FALSE
0.21,0.68,0.11,-0.24202,FALSE
0.2,0.69,0.11,-0.23868,FALSE
0.19,0.7,0.11,-0.23534,FALSE
0.18,0.71,0.11,-0.23200000000000004,FALSE
0.17,0.72,0.11,-0.22866000000000003,FALSE
0.16,0.73,0.11,-0.22532000000000002,FALSE
0.15,0.74,0.11,-0.22198,FALSE
0.14,0.75,0.11,-0.21864,FALSE
0.13,0.76,0.11,-0.2153,FALSE
0.12,0.77,0.11,-0.21195999999999998,FALSE
0.11,0.78,0.11,-0.20861999999999997,FALSE
0.1,0.79,0.11,-0.20527999999999996,FALSE
0.09,0.8,0.11,-0.20193999999999995,FALSE
0.08,0.81,0.11,-0.19859999999999994,FALSE
0.07,0.82,0.11,-0.19526,FALSE
0.06,0.83,0.11,-0.19191999999999998,FALSE
0.05,0.84,0.11,-0.18857999999999997,FALSE
0.04,0.85,0.11,-0.18524000000000002,FALSE
0.03,0.86,0.11,-0.1819,FALSE
0.02,0.87,0.11,-0.17856,FALSE
0.01,0.88,0.11,-0.17522,FALSE
0,0.89,0.11,-0.17187999999999998,FALSE
0.88,0,0.12,-0.46488,FALSE
0.87,0.01,0.12,-0.46154,FALSE
0.86,0.02,0.12,-0.4582,FALSE
0.85,0.03,0.12,-0.45486000000000004,FALSE
0.84,0.04,0.12,-0.45152000000000003,FALSE
0.83,0.05,0.12,-0.44818,FALSE
0.82,0.06,0.12,-0.44484,FALSE
0.81,0.07,0.12,-0.4415,FALSE
0.8,0.08,0.12,-0.43816,FALSE
0.79,0.09,0.12,-0.43482,FALSE
0.78,0.1,0.12,-0.43148,FALSE
0.77,0.11,0.12,-0.42814,FALSE
0.76,0.12,0.12,-0.4248,FALSE
0.75,0.13,0.12,-0.42146,FALSE
0.74,0.14,0.12,-0.41812,FALSE
