R.1,R.2,R.3,score,rebuild
0.73,0.15,0.12,-0.41478000000000004,FALSE
0.72,0.16,0.12,-0.41144000000000003,FALSE
0.71,0.17,0.12,-0.4081,FALSE
0.7,0.18,0.12,-0.40476,FALSE
0.69,0.19,0.12,-0.40142,FALSE
0.68,0.2,0.12,-0.39808,FALSE
0.67,0.21,0.12,-0.39474,FALSE
0.66,0.22,0.12,-0.3914,FALSE
0.65,0.23,0.12,-0.38806,FALSE
0.64,0.24,0.12,-0.38472,FALSE
0.63,0.25,0.12,-0.38138,FALSE
0.62,0.26,0.12,-0.37804,FALSE
0.61,0.27,0.12,-0.37470000000000003,FALSE
0.6,0.28,0.12,-0.37136,FALSE
0.59,0.29,0.12,-0.36802,FALSE
0.58,0.3,0.12,-0.36468,FALSE
0.57,0.31,0.12,-0.36134,FALSE
0.56,0.32,0.12,-0.358,FALSE
0.55,0.33,0.12,-0.35466,FALSE
0.54,0.34,0.12,-0.35132,FALSE
0.53,0.35,0.12,-0.34798,FALSE
0.52,0.36,0.12,-0.34464,FALSE
0.51,0.37,0.12,-0.3413,FALSE
0.5,0.38,0.12,-0.33796000000000004,FALSE
0.49,0.39,0.12,-0.33462000000000003,FALSE
0.48,0.4,0.12,-0.33128,FALSE
0.47,0.41,0.12,-0.32794,FALSE
0.46,0.42,0.12,-0.3246,FALSE
0.45,0.43,0.12,-0.32126,FALSE
0.44,0.44,0.12,-0.31792,FALSE
0.43,0.45,0.12,-0.31457999999999997,FALSE
0.42,0.46,0.12,-0.31123999999999996,FALSE
0.41,0.47,0.12,-0.3079,FALSE
0.4,0.48,0.12,-0.30456000000000005,FALSE
0.39,0.49,0.12,-0.30122000000000004,FALSE
0.38,0.5,0.12,-0.29788000000000003,FALSE
0.37,0.51,0.12,-0.29454,FALSE
0.36,0.52,0.12,-0.2912,FALSE
0.35,0.53,0.12,-0.28786,FALSE
0.34,0.54,0.12,-0.28452,FALSE
0.33,0.55,0.12,-0.28118,FALSE
0.32,0.56,0.12,-0.27784,FALSE
0.31,0.57,0.12,-0.2745,FALSE
0.3,0.58,0.12,-0.27116,FALSE
0.29,0.59,0.12,-0.26782,FALSE
0.28,0.6,0.12,-0.26448000000000005,FALSE
0.27,0.61,0.12,-0.26114000000000004,FALSE
0.26,0.62,0.12,-0.25780000000000003,FALSE
0.25,0.63,0.12,-0.25446,FALSE
0.24,0.64,0.12,-0.25112,FALSE
0.23,0.65,0.12,-0.24778,FALSE
0.22,0.66,0.12,-0.24444,FALSE
0.21,0.67,0.12,-0.24109999999999998,FALSE
0.2,0.68,0.12,-0.23775999999999997,FALSE
0.19,0.69,0.12,-0.23442000000000002,FALSE
0.18,0.7,0.12,-0.23108,FALSE
0.17,0.71,0.12,-0.22774000000000005,FALSE
0.16,0.72,0.12,-0.22440000000000004,FALSE
0.15,0.73,0.12,-0.22106000000000003,FALSE
0.14,0.74,0.12,-0.21772000000000002,FALSE
0.13,0.75,0.12,-0.21438000000000001,FALSE
0.12,0.76,0.12,-0.21104,FALSE
0.11,0.77,0.12,-0.2077,FALSE
0.1,0.78,0.12,-0.20435999999999999,FALSE
0.09,0.79,0.12,-0.20101999999999998,FALSE
0.08,0.8,0.12,-0.19767999999999997,FALSE
0.07,0.81,0.12,-0.19433999999999996,FALSE
0.06,0.82,0.12,-0.191,FALSE
0.05,0.83,0.12,-0.18766,FALSE
0.04,0.84,0.12,-0.18431999999999998,FALSE
0.03,0.85,0.12,-0.18098000000000003,FALSE
0.02,0.86,0.12,-0.17764000000000002,FALSE
0.01,0.87,0.12,-0.1743,FALSE
0,0.88,0.12,-0.17096,FALSE
0.87,0,0.13,-0.46062000000000003,FALSE
0.86,0.01,0.13,-0.45728,FALSE
0.85,0.02,0.13,-0.45394,FALSE
0.84,0.03,0.13,-0.4506,FALSE
0.83,0.04,0.13,-0.44726,FALSE
0.82,0.05,0.13,-0.44392,FALSE
0.81,0.06,0.13,-0.44058,FALSE
0.8,0.07,0.13,-0.43724,FALSE
0.79,0.08,0.13,-0.4339,FALSE
0.78,0.09,0.13,-0.43056,FALSE
0.77,0.1,0.13,-0.42722000000000004,FALSE
0.76,0.11,0.13,-0.42388000000000003,FALSE
0.75,0.12,0.13,-0.42054,FALSE
0.74,0.13,0.13,-0.4172,FALSE
0.73,0.14,0.13,-0.41386,FALSE
0.72,0.15,0.13,-0.41052,FALSE
0.71,0.16,0.13,-0.40718,FALSE
0.7,0.17,0.13,-0.40384,FALSE
0.69,0.18,0.13,-0.4005,FALSE
0.68,0.19,0.13,-0.39716,FALSE
0.67,0.2,0.13,-0.39382,FALSE
0.66,0.21,0.13,-0.39048,FALSE
0.65,0.22,0.13,-0.38714000000000004,FALSE
0.64,0.23,0.13,-0.38380000000000003,FALSE
0.63,0.24,0.13,-0.38046,FALSE
0.62,0.25,0.13,-0.37712,FALSE
0.61,0.26,0.13,-0.37378,FALSE
0.6,0.27,0.13,-0.37044,FALSE
0.59,0.28,0.13,-0.3671,FALSE
0.58,0.29,0.13,-0.36376000000000003,FALSE
0.57,0.3,0.13,-0.36042,FALSE
0.56,0.31,0.13,-0.35708,FALSE
0.55,0.32,0.13,-0.35374,FALSE
0.54,0.33,0.13,-0.3504,FALSE
0.53,0.34,0.13,-0.34706000000000004,FALSE
0.52,0.35,0.13,-0.34372,FALSE
0.51,0.36,0.13,-0.34038,FALSE
0.5,0.37,0.13,-0.33704,FALSE
0.49,0.38,0.13,-0.3337,FALSE
0.48,0.39,0.13,-0.33036,FALSE
0.47,0.4,0.13,-0.32702,FALSE
0.46,0.41,0.13,-0.32368,FALSE
0.45,0.42,0.13,-0.32034,FALSE
0.44,0.43,0.13,-0.317,FALSE
0.43,0.44,0.13,-0.31366,FALSE
0.42,0.45,0.13,-0.31032,FALSE
0.41,0.46,0.13,-0.30698,FALSE
0.4,0.47,0.13,-0.30364,FALSE
0.39,0.48,0.13,-0.3003,FALSE
0.38,0.49,0.13,-0.29696,FALSE
0.37,0.5,0.13,-0.29362,FALSE
0.36,0.51,0.13,-0.29028,FALSE
0.35,0.52,0.13,-0.28694,FALSE
0.34,0.53,0.13,-0.2836,FALSE
0.33,0.54,0.13,-0.28026,FALSE
0.32,0.55,0.13,-0.27692,FALSE
0.31,0.56,0.13,-0.27358,FALSE
0.3,0.57,0.13,-0.27024000000000004,FALSE
0.29,0.58,0.13,-0.2669,FALSE
0.28,0.59,0.13,-0.26356,FALSE
0.27,0.6,0.13,-0.26022,FALSE
0.26,0.61,0.13,-0.25688,FALSE
0.25,0.62,0.13,-0.25354,FALSE
0.24,0.63,0.13,-0.2502,FALSE
0.23,0.64,0.13,-0.24686000000000002,FALSE
0.22,0.65,0.13,-0.24352000000000001,FALSE
0.21,0.66,0.13,-0.24018,FALSE
0.2,0.67,0.13,-0.23684,FALSE
0.19,0.68,0.13,-0.23349999999999999,FALSE
0.18,0.69,0.13,-0.23016000000000003,FALSE
0.17,0.7,0.13,-0.22682000000000002,FALSE
0.16,0.71,0.13,-0.22348,FALSE
0.15,0.72,0.13,-0.22014,FALSE
0.14,0.73,0.13,-0.2168,FALSE
0.13,0.74,0.13,-0.21345999999999998,FALSE
0.12,0.75,0.13,-0.21012000000000003,FALSE
0.11,0.76,0.13,-0.20678000000000002,FALSE
0.1,0.77,0.13,-0.20344,FALSE
0.09,0.78,0.13,-0.2001,FALSE
0.08,0.79,0.13,-0.19676,FALSE
0.07,0.8,0.13,-0.19341999999999998,FALSE
0.06,0.81,0.13,-0.19007999999999997,FALSE
0.05,0.82,0.13,-0.18674000000000002,FALSE
0.04,0.83,0.13,-0.1834,FALSE
0.03,0.84,0.13,-0.18006,FALSE
0.02,0.85,0.13,-0.17672000000000004,FALSE
0.01,0.86,0.13,-0.17338000000000003,FALSE
0,0.87,0.13,-0.17004000000000002,FALSE
0.86,0,0.14,-0.45636,FALSE
0.85,0.01,0.14,-0.45302,FALSE
0.84,0.02,0.14,-0.44968,FALSE
0.83,0.03,0.14,-0.44634,FALSE
0.82,0.04,0.14,-0.443,FALSE
0.81,0.05,0.14,-0.43966,FALSE
0.8,0.06,0.14,-0.43632000000000004,FALSE
0.79,0.07,0.14,-0.43298000000000003,FALSE
0.78,0.08,0.14,-0.42964,FALSE
0.77,0.09,0.14,-0.4263,FALSE
0.76,0.1,0.14,-0.42296,FALSE
0.75,0.11,0.14,-0.41962,FALSE
0.74,0.12,0.14,-0.41628,FALSE
0.73,0.13,0.14,-0.41294,FALSE
0.72,0.14,0.14,-0.40959999999999996,FALSE
0.71,0.15,0.14,-0.40626,FALSE
0.7,0.16,0.14,-0.40292,FALSE
0.69,0.17,0.14,-0.39958,FALSE
0.68,0.18,0.14,-0.39624000000000004,FALSE
0.67,0.19,0.14,-0.3929,FALSE
0.66,0.2,0.14,-0.38956,FALSE
0.65,0.21,0.14,-0.38622,FALSE
0.64,0.22,0.14,-0.38288,FALSE
0.63,0.23,0.14,-0.37954,FALSE
0.62,0.24,0.14,-0.3762,FALSE
0.61,0.25,0.14,-0.37285999999999997,FALSE
0.6,0.26,0.14,-0.36951999999999996,FALSE
0.59,0.27,0.14,-0.36618,FALSE
0.58,0.28,0.14,-0.36284,FALSE
0.57,0.29,0.14,-0.35950000000000004,FALSE
0.56,0.3,0.14,-0.35616000000000003,FALSE
0.55,0.31,0.14,-0.35282,FALSE
0.54,0.32,0.14,-0.34948,FALSE
0.53,0.33,0.14,-0.34614,FALSE
0.52,0.34,0.14,-0.3428,FALSE
0.51,0.35,0.14,-0.33946,FALSE
0.5,0.36,0.14,-0.33612,FALSE
0.49,0.37,0.14,-0.33277999999999996,FALSE
0.48,0.38,0.14,-0.32944,FALSE
0.47,0.39,0.14,-0.3261,FALSE
0.46,0.4,0.14,-0.32276,FALSE
0.45,0.41,0.14,-0.31942000000000004,FALSE
0.44,0.42,0.14,-0.31608,FALSE
0.43,0.43,0.14,-0.31274,FALSE
0.42,0.44,0.14,-0.3094,FALSE
0.41,0.45,0.14,-0.30606,FALSE
0.4,0.46,0.14,-0.30272,FALSE
0.39,0.47,0.14,-0.29938,FALSE
0.38,0.48,0.14,-0.29604,FALSE
0.37,0.49,0.14,-0.2927,FALSE
0.36,0.5,0.14,-0.28936,FALSE
0.35,0.51,0.14,-0.28602,FALSE
0.34,0.52,0.14,-0.28268,FALSE
0.33,0.53,0.14,-0.27934000000000003,FALSE
0.32,0.54,0.14,-0.276,FALSE
0.31,0.55,0.14,-0.27266,FALSE
0.3,0.56,0.14,-0.26932,FALSE
0.29,0.57,0.14,-0.26598,FALSE
0.28,0.58,0.14,-0.26264,FALSE
0.27,0.59,0.14,-0.2593,FALSE
0.26,0.6,0.14,-0.25596,FALSE
0.25,0.61,0.14,-0.25262,FALSE
0.24,0.62,0.14,-0.24928,FALSE
0.23,0.63,0.14,-0.24594,FALSE
0.22,0.64,0.14,-0.24259999999999998,FALSE
0.21,0.65,0.14,-0.23925999999999997,FALSE
0.2,0.66,0.14,-0.23591999999999996,FALSE
0.19,0.67,0.14,-0.23257999999999995,FALSE
0.18,0.68,0.14,-0.22924,FALSE
0.17,0.69,0.14,-0.2259,FALSE
0.16,0.7,0.14,-0.22255999999999998,FALSE
0.15,0.71,0.14,-0.21922000000000003,FALSE
0.14,0.72,0.14,-0.21588000000000002,FALSE
0.13,0.73,0.14,-0.21254,FALSE
0.12,0.74,0.14,-0.2092,FALSE
0.11,0.75,0.14,-0.20586,FALSE
0.1,0.76,0.14,-0.20251999999999998,FALSE
0.09,0.77,0.14,-0.19917999999999997,FALSE
0.08,0.78,0.14,-0.19583999999999996,FALSE
0.07,0.79,0.14,-0.19249999999999995,FALSE
0.06,0.8,0.14,-0.18915999999999994,FALSE
0.05,0.81,0.14,-0.18581999999999993,FALSE
0.04,0.82,0.14,-0.18247999999999998,FALSE
0.03,0.83,0.14,-0.17913999999999997,FALSE
0.02,0.84,0.14,-0.17579999999999996,FALSE
0.01,0.85,0.14,-0.17246,FALSE
0,0.86,0.14,-0.16912,FALSE
0.85,0,0.15,-0.4521,FALSE
0.84,0.01,0.15,-0.44876000000000005,FALSE
0.83,0.02,0.15,-0.44542000000000004,FALSE
0.82,0.03,0.15,-0.44208000000000003,FALSE
0.81,0.04,0.15,-0.43874,FALSE
0.8,0.05,0.15,-0.4354,FALSE
0.79,0.06,0.15,-0.43206,FALSE
0.78,0.07,0.15,-0.42872,FALSE
0.77,0.08,0.15,-0.42538,FALSE
0.76,0.09,0.15,-0.42204,FALSE
0.75,0.1,0.15,-0.4187,FALSE
0.74,0.11,0.15,-0.41536,FALSE
0.73,0.12,0.15,-0.41202000000000005,FALSE
0.72,0.13,0.15,-0.40868000000000004,FALSE
0.71,0.14,0.15,-0.40534000000000003,FALSE
0.7,0.15,0.15,-0.402,FALSE
0.69,0.16,0.15,-0.39866,FALSE
0.68,0.17,0.15,-0.39532,FALSE
0.67,0.18,0.15,-0.39198,FALSE
0.66,0.19,0.15,-0.38864,FALSE
0.65,0.2,0.15,-0.3853,FALSE
0.64,0.21,0.15,-0.38196,FALSE
0.63,0.22,0.15,-0.37862,FALSE
0.62,0.23,0.15,-0.37528,FALSE
0.61,0.24,0.15,-0.37194000000000005,FALSE
0.6,0.25,0.15,-0.36860000000000004,FALSE
0.59,0.26,0.15,-0.36526000000000003,FALSE
0.58,0.27,0.15,-0.36192,FALSE
0.57,0.28,0.15,-0.35858,FALSE
0.56,0.29,0.15,-0.35524,FALSE
0.55,0.3,0.15,-0.3519,FALSE
0.54,0.31,0.15,-0.34856,FALSE
0.53,0.32,0.15,-0.34522,FALSE
0.52,0.33,0.15,-0.34188,FALSE
0.51,0.34,0.15,-0.33854,FALSE
0.5,0.35,0.15,-0.3352,FALSE
0.49,0.36,0.15,-0.33186000000000004,FALSE
0.48,0.37,0.15,-0.32852000000000003,FALSE
0.47,0.38,0.15,-0.32518,FALSE
0.46,0.39,0.15,-0.32184,FALSE
0.45,0.4,0.15,-0.3185,FALSE
0.44,0.41,0.15,-0.31516,FALSE
0.43,0.42,0.15,-0.31182,FALSE
0.42,0.43,0.15,-0.30848000000000003,FALSE
0.41,0.44,0.15,-0.30514,FALSE
0.4,0.45,0.15,-0.3018,FALSE
0.39,0.46,0.15,-0.29846,FALSE
0.38,0.47,0.15,-0.29512,FALSE
0.37,0.48,0.15,-0.29178000000000004,FALSE
0.36,0.49,0.15,-0.28844000000000003,FALSE
0.35,0.5,0.15,-0.2851,FALSE
0.34,0.51,0.15,-0.28176,FALSE
0.33,0.52,0.15,-0.27842,FALSE
0.32,0.53,0.15,-0.27508,FALSE
0.31,0.54,0.15,-0.27174,FALSE
0.3,0.55,0.15,-0.26839999999999997,FALSE
0.29,0.56,0.15,-0.26505999999999996,FALSE
0.28,0.57,0.15,-0.26172,FALSE
0.27,0.58,0.15,-0.25838,FALSE
0.26,0.59,0.15,-0.25504,FALSE
0.25,0.6,0.15,-0.25170000000000003,FALSE
0.24,0.61,0.15,-0.24836000000000003,FALSE
0.23,0.62,0.15,-0.24502000000000002,FALSE
0.22,0.63,0.15,-0.24168,FALSE
0.21,0.64,0.15,-0.23834,FALSE
0.2,0.65,0.15,-0.235,FALSE
0.19,0.66,0.15,-0.23165999999999998,FALSE
0.18,0.67,0.15,-0.22831999999999997,FALSE
0.17,0.68,0.15,-0.22498,FALSE
0.16,0.69,0.15,-0.22164,FALSE
0.15,0.7,0.15,-0.2183,FALSE
0.14,0.71,0.15,-0.21496000000000004,FALSE
0.13,0.72,0.15,-0.21162000000000003,FALSE
0.12,0.73,0.15,-0.20828000000000002,FALSE
0.11,0.74,0.15,-0.20494,FALSE
0.1,0.75,0.15,-0.2016,FALSE
0.09,0.76,0.15,-0.19826,FALSE
0.08,0.77,0.15,-0.19491999999999998,FALSE
0.07,0.78,0.15,-0.19157999999999997,FALSE
0.06,0.79,0.15,-0.18823999999999996,FALSE
0.05,0.8,0.15,-0.18489999999999995,FALSE
0.04,0.81,0.15,-0.18155999999999994,FALSE
0.03,0.82,0.15,-0.17822,FALSE
0.02,0.83,0.15,-0.17487999999999998,FALSE
0.01,0.84,0.15,-0.17153999999999997,FALSE
0,0.85,0.15,-0.16820000000000002,FALSE
0.84,0,0.16,-0.44784,FALSE
0.83,0.01,0.16,-0.4445,FALSE
0.82,0.02,0.16,-0.44116,FALSE
0.81,0.03,0.16,-0.43782,FALSE
0.8,0.04,0.16,-0.43448000000000003,FALSE
0.79,0.05,0.16,-0.43114,FALSE
0.78,0.06,0.16,-0.4278,FALSE
0.77,0.07,0.16,-0.42446,FALSE
0.76,0.08,0.16,-0.42112000000000005,FALSE
0.75,0.09,0.16,-0.41778000000000004,FALSE
0.74,0.1,0.16,-0.41444000000000003,FALSE
0.73,0.11,0.16,-0.4111,FALSE
0.72,0.12,0.16,-0.40776,FALSE
0.71,0.13,0.16,-0.40442,FALSE
0.7,0.14,0.16,-0.40108,FALSE
0.69,0.15,0.16,-0.39774,FALSE
0.68,0.16,0.16,-0.39440000000000003,FALSE
0.67,0.17,0.16,-0.39106,FALSE
0.66,0.18,0.16,-0.38772,FALSE
0.65,0.19,0.16,-0.38438,FALSE
0.64,0.2,0.16,-0.38104,FALSE
0.63,0.21,0.16,-0.37770000000000004,FALSE
0.62,0.22,0.16,-0.37436,FALSE
0.61,0.23,0.16,-0.37102,FALSE
0.6,0.24,0.16,-0.36768,FALSE
0.59,0.25,0.16,-0.36434,FALSE
0.58,0.26,0.16,-0.361,FALSE
0.57,0.27,0.16,-0.35766,FALSE
0.56,0.28,0.16,-0.35431999999999997,FALSE
0.55,0.29,0.16,-0.35098,FALSE
0.54,0.3,0.16,-0.34764,FALSE
0.53,0.31,0.16,-0.3443,FALSE
0.52,0.32,0.16,-0.34096000000000004,FALSE
0.51,0.33,0.16,-0.33762000000000003,FALSE
0.5,0.34,0.16,-0.33428,FALSE
0.49,0.35,0.16,-0.33094,FALSE
0.48,0.36,0.16,-0.3276,FALSE
0.47,0.37,0.16,-0.32426,FALSE
0.46,0.38,0.16,-0.32092,FALSE
0.45,0.39,0.16,-0.31758,FALSE
0.44,0.4,0.16,-0.31423999999999996,FALSE
0.43,0.41,0.16,-0.3109,FALSE
0.42,0.42,0.16,-0.30756,FALSE
0.41,0.43,0.16,-0.30422000000000005,FALSE
0.4,0.44,0.16,-0.30088000000000004,FALSE
0.39,0.45,0.16,-0.29754,FALSE
0.38,0.46,0.16,-0.2942,FALSE
0.37,0.47,0.16,-0.29086,FALSE
0.36,0.48,0.16,-0.28752,FALSE
0.35,0.49,0.16,-0.28418,FALSE
0.34,0.5,0.16,-0.28084,FALSE
0.33,0.51,0.16,-0.27749999999999997,FALSE
0.32,0.52,0.16,-0.27415999999999996,FALSE
0.31,0.53,0.16,-0.27082,FALSE
0.3,0.54,0.16,-0.26748,FALSE
0.29,0.55,0.16,-0.26414,FALSE
0.28,0.56,0.16,-0.2608,FALSE
0.27,0.57,0.16,-0.25746,FALSE
0.26,0.58,0.16,-0.25412,FALSE
0.25,0.59,0.16,-0.25078,FALSE
0.24,0.6,0.16,-0.24744,FALSE
0.23,0.61,0.16,-0.24409999999999998,FALSE
0.22,0.62,0.16,-0.24075999999999997,FALSE
0.21,0.63,0.16,-0.23741999999999996,FALSE
0.2,0.64,0.16,-0.23408,FALSE
0.19,0.65,0.16,-0.23074,FALSE
0.18,0.66,0.16,-0.2274,FALSE
0.17,0.67,0.16,-0.22405999999999998,FALSE
0.16,0.68,0.16,-0.22072000000000003,FALSE
0.15,0.69,0.16,-0.21738000000000002,FALSE
0.14,0.7,0.16,-0.21404,FALSE
0.13,0.71,0.16,-0.2107,FALSE
0.12,0.72,0.16,-0.20736,FALSE
0.11,0.73,0.16,-0.20401999999999998,FALSE
0.1,0.74,0.16,-0.20067999999999997,FALSE
0.09,0.75,0.16,-0.19734000000000002,FALSE
0.08,0.76,0.16,-0.194,FALSE
0.07,0.77,0.16,-0.19066,FALSE
0.06,0.78,0.16,-0.18732,FALSE
0.05,0.79,0.16,-0.18397999999999998,FALSE
0.04,0.8,0.16,-0.18063999999999997,FALSE
0.03,0.81,0.16,-0.17729999999999996,FALSE
0.02,0.82,0.16,-0.17396,FALSE
0.01,0.83,0.16,-0.17062,FALSE
0,0.84,0.16,-0.16727999999999998,FALSE
0.83,0,0.17,-0.44358000000000003,FALSE
0.82,0.01,0.17,-0.44024,FALSE
0.81,0.02,0.17,-0.4369,FALSE
0.8,0.03,0.17,-0.43356,FALSE
0.79,0.04,0.17,-0.43022000000000005,FALSE
0.78,0.05,0.17,-0.42688000000000004,FALSE
0.77,0.06,0.17,-0.42354,FALSE
0.76,0.07,0.17,-0.4202,FALSE
0.75,0.08,0.17,-0.41686,FALSE
0.74,0.09,0.17,-0.41352,FALSE
0.73,0.1,0.17,-0.41018,FALSE
0.72,0.11,0.17,-0.40684,FALSE
0.71,0.12,0.17,-0.4035,FALSE
0.7,0.13,0.17,-0.40016,FALSE
0.69,0.14,0.17,-0.39682,FALSE
0.68,0.15,0.17,-0.39348000000000005,FALSE
0.67,0.16,0.17,-0.39014000000000004,FALSE
0.66,0.17,0.17,-0.38680000000000003,FALSE
0.65,0.18,0.17,-0.38346,FALSE
0.64,0.19,0.17,-0.38012,FALSE
0.63,0.2,0.17,-0.37678,FALSE
0.62,0.21,0.17,-0.37344,FALSE
0.61,0.22,0.17,-0.3701,FALSE
0.6,0.23,0.17,-0.36676,FALSE
0.59,0.24,0.17,-0.36342,FALSE
0.58,0.25,0.17,-0.36008,FALSE
0.57,0.26,0.17,-0.35674,FALSE
0.56,0.27,0.17,-0.3534,FALSE
0.55,0.28,0.17,-0.35006,FALSE
0.54,0.29,0.17,-0.34672000000000003,FALSE
0.53,0.3,0.17,-0.34338,FALSE
0.52,0.31,0.17,-0.34004,FALSE
0.51,0.32,0.17,-0.3367,FALSE
0.5,0.33,0.17,-0.33336,FALSE
0.49,0.34,0.17,-0.33002,FALSE
0.48,0.35,0.17,-0.32668,FALSE
0.47,0.36,0.17,-0.32334,FALSE
0.46,0.37,0.17,-0.32,FALSE
0.45,0.38,0.17,-0.31666,FALSE
0.44,0.39,0.17,-0.31332,FALSE
0.43,0.4,0.17,-0.30998,FALSE
0.42,0.41,0.17,-0.30664,FALSE
0.41,0.42,0.17,-0.3033,FALSE
0.4,0.43,0.17,-0.29996,FALSE
0.39,0.44,0.17,-0.29662,FALSE
0.38,0.45,0.17,-0.29328,FALSE
0.37,0.46,0.17,-0.28994,FALSE
0.36,0.47,0.17,-0.2866,FALSE
0.35,0.48,0.17,-0.28326,FALSE
0.34,0.49,0.17,-0.27992,FALSE
0.33,0.5,0.17,-0.27658,FALSE
0.32,0.51,0.17,-0.27324,FALSE
0.31,0.52,0.17,-0.2699,FALSE
0.3,0.53,0.17,-0.26656,FALSE
0.29,0.54,0.17,-0.26322,FALSE
0.28,0.55,0.17,-0.25988,FALSE
0.27,0.56,0.17,-0.25654,FALSE
0.26,0.57,0.17,-0.25320000000000004,FALSE
0.25,0.58,0.17,-0.24986000000000003,FALSE
0.24,0.59,0.17,-0.24652000000000002,FALSE
0.23,0.6,0.17,-0.24318,FALSE
0.22,0.61,0.17,-0.23984,FALSE
0.21,0.62,0.17,-0.2365,FALSE
0.2,0.63,0.17,-0.23315999999999998,FALSE
0.19,0.64,0.17,-0.22982000000000002,FALSE
0.18,0.65,0.17,-0.22648000000000001,FALSE
0.17,0.66,0.17,-0.22314,FALSE
0.16,0.67,0.17,-0.2198,FALSE
0.15,0.68,0.17,-0.21645999999999999,FALSE
0.14,0.69,0.17,-0.21312000000000003,FALSE
0.13,0.7,0.17,-0.20978000000000002,FALSE
0.12,0.71,0.17,-0.20644,FALSE
0.11,0.72,0.17,-0.2031,FALSE
0.1,0.73,0.17,-0.19976,FALSE
0.09,0.74,0.17,-0.19641999999999998,FALSE
0.08,0.75,0.17,-0.19308000000000003,FALSE
0.07,0.76,0.17,-0.18974000000000002,FALSE
0.06,0.77,0.17,-0.1864,FALSE
0.05,0.78,0.17,-0.18306,FALSE
0.04,0.79,0.17,-0.17972,FALSE
0.03,0.8,0.17,-0.17637999999999998,FALSE
0.02,0.81,0.17,-0.17303999999999997,FALSE
0.01,0.82,0.17,-0.16970000000000002,FALSE
0,0.83,0.17,-0.16636,FALSE
0.82,0,0.18,-0.43932000000000004,FALSE
0.81,0.01,0.18,-0.43598000000000003,FALSE
0.8,0.02,0.18,-0.43264,FALSE
0.79,0.03,0.18,-0.4293,FALSE
0.78,0.04,0.18,-0.42596,FALSE
0.77,0.05,0.18,-0.42262,FALSE
0.76,0.06,0.18,-0.41928,FALSE
0.75,0.07,0.18,-0.41594,FALSE
0.74,0.08,0.18,-0.4126,FALSE
0.73,0.09,0.18,-0.40926,FALSE
0.72,0.1,0.18,-0.40592,FALSE
0.71,0.11,0.18,-0.40258000000000005,FALSE
0.7,0.12,0.18,-0.39924000000000004,FALSE
0.69,0.13,0.18,-0.39590000000000003,FALSE
0.68,0.14,0.18,-0.39256,FALSE
0.67,0.15,0.18,-0.38922,FALSE
0.66,0.16,0.18,-0.38588,FALSE
0.65,0.17,0.18,-0.38254,FALSE
0.64,0.18,0.18,-0.3792,FALSE
0.63,0.19,0.18,-0.37586,FALSE
0.62,0.2,0.18,-0.37252,FALSE
0.61,0.21,0.18,-0.36918,FALSE
0.6,0.22,0.18,-0.36584,FALSE
0.59,0.23,0.18,-0.3625,FALSE
0.58,0.24,0.18,-0.35916000000000003,FALSE
0.57,0.25,0.18,-0.35582,FALSE
0.56,0.26,0.18,-0.35248,FALSE
0.55,0.27,0.18,-0.34914,FALSE
0.54,0.28,0.18,-0.3458,FALSE
0.53,0.29,0.18,-0.34246,FALSE
0.52,0.3,0.18,-0.33912000000000003,FALSE
0.51,0.31,0.18,-0.33578,FALSE
0.5,0.32,0.18,-0.33244,FALSE
0.49,0.33,0.18,-0.3291,FALSE
0.48,0.34,0.18,-0.32576,FALSE
0.47,0.35,0.18,-0.32242000000000004,FALSE
0.46,0.36,0.18,-0.31908000000000003,FALSE
0.45,0.37,0.18,-0.31574,FALSE
0.44,0.38,0.18,-0.3124,FALSE
0.43,0.39,0.18,-0.30906,FALSE
0.42,0.4,0.18,-0.30572,FALSE
0.41,0.41,0.18,-0.30238,FALSE
0.4,0.42,0.18,-0.29904,FALSE
0.39,0.43,0.18,-0.2957,FALSE
0.38,0.44,0.18,-0.29236,FALSE
0.37,0.45,0.18,-0.28902,FALSE
0.36,0.46,0.18,-0.28568,FALSE
0.35,0.47,0.18,-0.28234000000000004,FALSE
0.34,0.48,0.18,-0.279,FALSE
0.33,0.49,0.18,-0.27566,FALSE
0.32,0.5,0.18,-0.27232,FALSE
0.31,0.51,0.18,-0.26898,FALSE
0.3,0.52,0.18,-0.26564,FALSE
0.29,0.53,0.18,-0.2623,FALSE
0.28,0.54,0.18,-0.25895999999999997,FALSE
0.27,0.55,0.18,-0.25561999999999996,FALSE
0.26,0.56,0.18,-0.25227999999999995,FALSE
0.25,0.57,0.18,-0.24894000000000005,FALSE
0.24,0.58,0.18,-0.24560000000000004,FALSE
0.23,0.59,0.18,-0.24226000000000003,FALSE
0.22,0.6,0.18,-0.23892000000000002,FALSE
0.21,0.61,0.18,-0.23558,FALSE
0.2,0.62,0.18,-0.23224,FALSE
0.19,0.63,0.18,-0.2289,FALSE
0.18,0.64,0.18,-0.22555999999999998,FALSE
0.17,0.65,0.18,-0.22221999999999997,FALSE
0.16,0.66,0.18,-0.21887999999999996,FALSE
0.15,0.67,0.18,-0.21553999999999995,FALSE
0.14,0.68,0.18,-0.2122,FALSE
0.13,0.69,0.18,-0.20886000000000005,FALSE
0.12,0.7,0.18,-0.20552000000000004,FALSE
0.11,0.71,0.18,-0.20218000000000003,FALSE
0.1,0.72,0.18,-0.19884000000000002,FALSE
